# Constructed from biom file
#OTU ID	SRR29282889_trimmed	SRR29282890_trimmed	SRR29282891_trimmed	SRR29282892_trimmed	SRR29282893_trimmed	SRR29282894_trimmed	SRR29282895_trimmed	SRR29282896_trimmed	SRR29282897_trimmed	SRR29282898_trimmed	SRR29282899_trimmed	SRR29282900_trimmed	SRR29282901_trimmed	SRR29282902_trimmed
82caa8d6a8ff8a08b26049212a58e224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	966.0
6ca11c046114a833087d812757c1b2df	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
ca75a8fad49a2d564185134bad07dc01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.0
972637b0170c10f13d8b3868d915d67e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	371.0
a268bcf7d3b3509e5e09575ddc58da31	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0c1da6591c090327e9d5e34384ee8f4e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0
edf812a93b86f4d1ac5b49fe8b36ee1b	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6d7435759adfe1666f4f938ac5ed3d78	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55d3c21acfd4a570b5b7f1bf5de830ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
65f647827197f39841b6bfde3c7b5823	32.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43ed9e407571c2803210bf84f0029422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
0f3237833dda5226249a91c5e47e7cd0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.0	0.0
890292a2694835087c8fbb0d45498c84	332.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65e7511d40b9c058df896db3e078653b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	442.0	0.0
fa002337a56b1474dad0f4605d6006c3	0.0	0.0	0.0	113.0	0.0	22.0	0.0	35.0	0.0	0.0	21.0	18.0	449.0	38.0
f49d0b206af2df6d70d18271090200a2	0.0	0.0	0.0	23.0	0.0	0.0	28.0	0.0	0.0	145.0	0.0	0.0	107.0	22.0
ae609450d7e87a9b692e6df1d903d678	56.0	0.0	0.0	17.0	32.0	0.0	0.0	43.0	0.0	0.0	0.0	158.0	0.0	150.0
9a11b70c5f94a9595b5618857027c0ef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0
2d406e849bae9da7d309cad52dc4b1da	675.0	89.0	269.0	72.0	553.0	255.0	244.0	77.0	437.0	1575.0	854.0	1274.0	0.0	643.0
e3d7c74fa1f815f0382124d834a4a681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0
a6fde67573ff984936d316430e5be490	0.0	0.0	252.0	0.0	0.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0	1616.0	0.0
7940bf3ab1f7acac346efa1b84ab5d38	0.0	0.0	0.0	36.0	0.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb39924aa5c12057c3277fbedfbd913b	412.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.0	0.0	0.0	0.0
90624a0016fb7b6d4b38ca9803b427b2	539.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1944ae73c4474278aea43cdeed564535	911.0	0.0	0.0	22.0	36.0	0.0	56.0	57.0	489.0	0.0	0.0	60.0	2867.0	313.0
662cca54ceb1855d11eca6ff0f862d78	246.0	0.0	48.0	0.0	0.0	0.0	0.0	10.0	465.0	0.0	0.0	0.0	124.0	12.0
d0b021221248d3c16a8ee55aba9ff68f	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0d3db970379d9707f4ab606a1137d47b	0.0	0.0	0.0	319.0	68.0	0.0	0.0	18.0	0.0	0.0	132.0	650.0	231.0	680.0
45b580414c5196901f455c21f1561059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0
4db6e665ad27df927dcbeb68272965da	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0
8866df52eb7d23126f009bb67a4d6ec4	0.0	9.0	43.0	17.0	700.0	191.0	79.0	34.0	616.0	0.0	216.0	552.0	0.0	0.0
d31292091ea5f6015e2e20c49325847e	122.0	0.0	35.0	0.0	51.0	44.0	146.0	57.0	0.0	1231.0	183.0	242.0	302.0	72.0
9e39922fbff8f75736c05964c07ee5ec	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	16.0	31.0
c772d0026026edc31ed4e2749bd6a062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1579.0	0.0	0.0	0.0	0.0
cf1762787a40805df0ef5672f5401b8b	0.0	104.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	2907.0	0.0	0.0	77.0	0.0
bcc8125184e4219dc5698b36cb801559	101.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	1213.0	55.0	265.0	242.0	0.0
92deb60ddfd42e3ece8a43874e7473b6	0.0	0.0	0.0	21.0	0.0	0.0	58.0	0.0	0.0	2056.0	0.0	0.0	659.0	0.0
81be150559ed092e191b50d3af5dcdf3	0.0	0.0	0.0	0.0	154.0	17.0	40.0	43.0	0.0	0.0	184.0	0.0	343.0	104.0
fff575b6aaf6790a2a31f49d3d8e4ed1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	598.0	0.0	0.0	0.0	0.0
38bbacf038f6eb4195fb53a933ee3e58	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0
6b3e596845d78491f51722258460abd6	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	135.0	0.0	82.0	0.0	308.0	53.0
2c6b553e99ba0be05bbe20a4c6318a6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
214986d899143028de57d56794dd8e63	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2632.0	0.0	0.0	0.0	0.0
ee652029f60dfd23fdd55de88d9dae09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0
6341d6837387b812beeae57093ec8928	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2a053c32298ff6055c07ffccd6a5213d	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ef250c0b3ed5dafd2e89f67c2ac0833d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	136.0	0.0	85.0	0.0
e9cc98a5fec159abfa6a8a5a6760a3c5	190.0	0.0	107.0	49.0	0.0	0.0	96.0	61.0	0.0	0.0	0.0	679.0	0.0	123.0
8ba89f235034be3e2c2a24e0f3b1cd34	236.0	0.0	0.0	0.0	60.0	0.0	0.0	29.0	0.0	953.0	0.0	101.0	0.0	0.0
0d6eedd8738c80c0763887707b2a2a35	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
df81ac8bad61af5277d1fcc7ae09bde7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
622962bfaac9b59dcc2093fd4bc11a2d	0.0	0.0	0.0	0.0	0.0	8.0	0.0	41.0	0.0	27.0	0.0	0.0	107.0	38.0
c84942954987db84e43cbf059c8f00bb	442.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4c8ee99615f26858e8f4d351a054df8e	0.0	0.0	0.0	0.0	287.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fb2f57fa31b80083971f01d65d7ef277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0
8cce271d629b8ed861bad7b5baeddc74	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63a29f11a54af8b0b408be7d1222d806	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c72f2f8d2e40084453f784884d91b9ef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0
c453319e8974fe687143608781b317e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1740.0	0.0	0.0	0.0
a22674d865db87941a9bf63ecc27bd90	0.0	0.0	0.0	0.0	0.0	1478.0	0.0	36.0	0.0	0.0	2811.0	0.0	0.0	0.0
1354f4599cb78dbe7ba668a6b8962114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	402.0	0.0
351e48d7d8cf55bd1b27321570ca50e5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.0	0.0
63fda9e5ed42f230bbb2d6eaea0d09bb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	575.0	0.0
b03cc37b9eb69a404037d453c9268bbb	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c2ee7069f61cc1d8210012ed499e3802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800.0	0.0	0.0	0.0
a503c3855fff25f316c8fb623adf700a	0.0	51.0	96.0	57.0	1758.0	2077.0	6.0	214.0	0.0	34.0	2611.0	0.0	0.0	442.0
ed69d901f54906d763d54eb4e370f61a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0
f240e11756fabf47d21d87d7d02fb630	149.0	0.0	0.0	37.0	0.0	1340.0	0.0	119.0	270.0	0.0	983.0	0.0	15.0	211.0
cc662923083d39c98439a8179630220a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1088.0	0.0	0.0	0.0
98a6a89f545bbc2b0e1b4766ccd4f6c5	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b96ee4eb8a14ef2f2b533a90fa11cdc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0
9c5551584444c5ef0386a42d3a336d66	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1169.0
0d3303ef161e5607f1252f2f19ec4af5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0
be6967467c23580986dc694d14dc2582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0
84c8abd94e00ff56ceb97b7ed029601a	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ec747b08e6949136d6597ee8c81ac4dc	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1819a37e01bdd3384ca6d8bdb0488f0e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0
6257943471280db5913dc9f243675d50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0
56f41b39d430347372af85c648179f50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	596.0	0.0	0.0	0.0
f4aeef3cbea70d92f9782986917c70c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1334.0	0.0	0.0	0.0	0.0	0.0
ad5142d8bf99ad6756131d3db134bb51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
b5425164b7fe7a3c0b0b2abf6a401fc2	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2c67ad617d36ac491a2e39c58c4de0c2	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
001953c89603736a07e7f78c61ea09e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
5155fceade0a06c6b3c72193ea289c49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
f625fbb3b1c41279bef27a891dc3101f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
b9fa9523e1de4f179a273341b3f98388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
d0ac007625b20e08dfd11d40deb58c74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0
3b8a9659a2fe68f6c9923dcaefdc6877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0
d72aa5a6edb608098ed19656d67ebed7	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	2388.0	0.0
87ed9a24a325515efb1c5f3719d08420	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0
5abda6f308fd04a126cf34ed700c85a8	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
